track,var,lead,MASE,sCRPS,RMSE,coverage80,n_windows,model,base_model,context,CRPSS_vs_clim
bmd,Rainfall,1,0.5772019461266882,0.4944143019373634,17.397061994353603,0.6641687482653345,14412,chronos2_ctx2048,chronos2,2048,0.02614784590404251
bmd,Rainfall,3,0.6002520307759746,0.5190000347128326,18.164414722672163,0.7123924507354982,14412,chronos2_ctx2048,chronos2,2048,-0.002559701482339527
bmd,Rainfall,7,0.6308868643879049,0.541182031314713,18.220092355680723,0.6980988065500972,14412,chronos2_ctx2048,chronos2,2048,-0.012230212915009142
bmd,Rainfall,14,0.6313920455585367,0.5414553824644045,18.28035947711358,0.7825423258395782,14412,chronos2_ctx2048,chronos2,2048,-0.011143987942916045
bmd,Rainfall,30,0.6298814309237876,0.5549780801474589,18.740413713587973,0.763669164585068,14412,chronos2_ctx2048,chronos2,2048,-0.009753834453978483
bmd,Temperature,1,0.4967973197920702,0.3898034491283996,1.0835098342385237,0.8036550033429909,13461,chronos2_ctx2048,chronos2,2048,0.3510446267783126
bmd,Temperature,3,0.7042352048041982,0.5464182811828092,1.4840442215648073,0.7688878983730778,13461,chronos2_ctx2048,chronos2,2048,0.13629126099621902
bmd,Temperature,7,0.7099948757862206,0.5499908075313804,1.4879918773898198,0.8083351905504792,13461,chronos2_ctx2048,chronos2,2048,0.07003375136923062
bmd,Temperature,14,0.7235393746003037,0.5611042915072088,1.5145217529316213,0.7994948369363346,13461,chronos2_ctx2048,chronos2,2048,0.05289048260292939
bmd,Temperature,30,0.7630280488874727,0.5889553527524288,1.6025425907642208,0.7811455315355471,13461,chronos2_ctx2048,chronos2,2048,0.05057007773369404
bmd,Humidity,1,0.5713932462677785,0.4466377504986934,4.832433478180629,0.8050076555885797,11103,chronos2_ctx2048,chronos2,2048,0.28908431387016753
bmd,Humidity,3,0.7246382261662836,0.5613082872126756,6.058699348341074,0.7870845717373682,11103,chronos2_ctx2048,chronos2,2048,0.11980918009442887
bmd,Humidity,7,0.7446485770226798,0.5765418926989643,6.211897671737328,0.7905070701612177,11103,chronos2_ctx2048,chronos2,2048,0.07214192741351899
bmd,Humidity,14,0.7560322298078348,0.5851933204694868,6.309929177968489,0.7894262811852653,11103,chronos2_ctx2048,chronos2,2048,0.059135725853527776
bmd,Humidity,30,0.7685053145857118,0.5976355377610189,6.492306407118733,0.793839502837071,11103,chronos2_ctx2048,chronos2,2048,0.05693183452117978
bmd,Sunshine,1,0.6795562936629475,0.5185399612391524,2.665153156177942,0.7715177642336851,13454,chronos2_ctx2048,chronos2,2048,0.18022181083067335
bmd,Sunshine,3,0.8049272623965521,0.6099331023372998,3.0787824844086944,0.7504088003567713,13454,chronos2_ctx2048,chronos2,2048,0.046959685583217614
bmd,Sunshine,7,0.8117379499515643,0.6106568597001009,3.0778342030528765,0.7620781923591496,13454,chronos2_ctx2048,chronos2,2048,0.04509238843078944
bmd,Sunshine,14,0.813660301315364,0.6111324174416409,3.078313483246254,0.7631931024230713,13454,chronos2_ctx2048,chronos2,2048,0.0453967597265027
bmd,Sunshine,30,0.8159827282837377,0.6216202669870632,3.114563263576377,0.7527872751598038,13454,chronos2_ctx2048,chronos2,2048,0.04820340912700305
ghcn_bangladesh,Rainfall,1,1.1947809669422915,1.0191474844130124,20.44520904407448,0.5727902946273831,1154,chronos2_ctx2048,chronos2,2048,0.08583602147993785
ghcn_bangladesh,Rainfall,3,1.3369367490630035,1.1491962698766938,27.14794722267353,0.6473136915077989,1154,chronos2_ctx2048,chronos2,2048,0.030493919308035022
ghcn_bangladesh,Rainfall,7,1.3212725876774016,1.128483549392987,21.30637906056358,0.6152512998266898,1154,chronos2_ctx2048,chronos2,2048,0.027470722654051705
ghcn_bangladesh,Rainfall,14,1.3125366725244023,1.1221805259121067,20.67090808038014,0.6923743500866552,1154,chronos2_ctx2048,chronos2,2048,0.03236392905631291
ghcn_bangladesh,Rainfall,30,1.1756761960404702,1.0094430939631585,21.037700436400705,0.6741767764298093,1154,chronos2_ctx2048,chronos2,2048,0.02608249076727509
ghcn_bangladesh,Tavg,1,0.4972261285396208,0.3932346694751153,1.1718806820788867,0.8058186738836265,1478,chronos2_ctx2048,chronos2,2048,0.31903034144939213
ghcn_bangladesh,Tavg,3,0.6619897318279611,0.5183952580809519,1.523887659595531,0.7706359945872802,1478,chronos2_ctx2048,chronos2,2048,0.15325472380313443
ghcn_bangladesh,Tavg,7,0.6790065363480606,0.5259642714876304,1.5328112150358926,0.8017591339648173,1478,chronos2_ctx2048,chronos2,2048,0.08852333520541333
ghcn_bangladesh,Tavg,14,0.6923403585511572,0.5389802841944835,1.581297149759698,0.7976995940460081,1478,chronos2_ctx2048,chronos2,2048,0.07186524036683872
ghcn_bangladesh,Tavg,30,0.727637095977065,0.5681371639711802,1.6730181769209775,0.7855209742895806,1478,chronos2_ctx2048,chronos2,2048,0.07467144226537126
ghcn_temperate,Rainfall,1,0.5599546443108342,0.4887198548298908,4.721627742497817,0.3996955859969558,9855,chronos2_ctx2048,chronos2,2048,0.025680690524979122
ghcn_temperate,Rainfall,3,0.6265741852449387,0.5560155254575279,5.29915921361912,0.4254693049213597,9855,chronos2_ctx2048,chronos2,2048,-0.0012895541991106985
ghcn_temperate,Rainfall,7,0.622922964225642,0.5527496735023562,5.306865496272205,0.4333840690005073,9855,chronos2_ctx2048,chronos2,2048,-0.008534406309970155
ghcn_temperate,Rainfall,14,0.6222185760323189,0.5511353608725663,5.284415555508979,0.4753932014205986,9855,chronos2_ctx2048,chronos2,2048,-0.008418158598199499
ghcn_temperate,Rainfall,30,0.5942558767477184,0.5319307701794708,5.07338007976263,0.4702181633688483,9855,chronos2_ctx2048,chronos2,2048,-0.009391044874870635
ghcn_temperate,Tavg,1,0.3996899556944097,0.3120501931007792,2.038988688496205,0.8417711720080507,12918,chronos2_ctx2048,chronos2,2048,0.4379324291287665
ghcn_temperate,Tavg,3,0.6154175772206955,0.4777743729433197,3.0981895449382284,0.7874283944883109,12918,chronos2_ctx2048,chronos2,2048,0.1518662071139093
ghcn_temperate,Tavg,7,0.6654800023592784,0.5153540650965381,3.347137141222629,0.7915311967796873,12918,chronos2_ctx2048,chronos2,2048,0.08376823722050963
ghcn_temperate,Tavg,14,0.676212210990523,0.5227229200604454,3.3869705265455106,0.7991949218145223,12918,chronos2_ctx2048,chronos2,2048,0.07070871589489247
ghcn_temperate,Tavg,30,0.6649373251001868,0.5156797514755966,3.346996627436958,0.8075553491252516,12918,chronos2_ctx2048,chronos2,2048,0.08308588002720152
nasa_power_bmd,PRECTOTCORR,1,1.1612150955982496,0.9495310419695931,15.806393497623596,0.632919254658385,14490,chronos2_ctx2048,chronos2,2048,0.3177445556071554
nasa_power_bmd,PRECTOTCORR,3,1.4740762866916013,1.2190896684398616,20.99647670322089,0.6933057280883368,14490,chronos2_ctx2048,chronos2,2048,0.14168422497850575
nasa_power_bmd,PRECTOTCORR,7,1.4341207551134296,1.198593918949774,19.70250862190891,0.6788819875776397,14490,chronos2_ctx2048,chronos2,2048,0.11533861928004863
nasa_power_bmd,PRECTOTCORR,14,1.437743266189293,1.199135747602863,19.703868938831363,0.6687370600414079,14490,chronos2_ctx2048,chronos2,2048,0.11493587482701983
nasa_power_bmd,PRECTOTCORR,30,1.5994649271119037,1.355000707225801,22.417929505028916,0.6823326432022084,14490,chronos2_ctx2048,chronos2,2048,0.11029067416948002
nasa_power_bmd,T2M,1,0.3707441995071725,0.2915548040145604,0.7054629315646446,0.8342305037957212,14490,chronos2_ctx2048,chronos2,2048,0.5264450141124322
nasa_power_bmd,T2M,3,0.6010400500079726,0.4656074532741728,1.1458188883744198,0.7760524499654935,14490,chronos2_ctx2048,chronos2,2048,0.2728829906738597
nasa_power_bmd,T2M,7,0.6545302163786384,0.5111600489451664,1.2468599153086322,0.786887508626639,14490,chronos2_ctx2048,chronos2,2048,0.167021465651789
nasa_power_bmd,T2M,14,0.6914631511449381,0.5415157275512976,1.3269835044088318,0.7851621808143547,14490,chronos2_ctx2048,chronos2,2048,0.1199974196822442
nasa_power_bmd,T2M,30,0.7427445415949238,0.5765104968291626,1.4380430127385595,0.7723257418909593,14490,chronos2_ctx2048,chronos2,2048,0.0788168132502216
nasa_power_bmd,RH2M,1,0.3481464169537654,0.2742037265705986,4.236477070037989,0.8082125603864734,14490,chronos2_ctx2048,chronos2,2048,0.6254313331996906
nasa_power_bmd,RH2M,3,0.4884659666205376,0.3785127793774874,5.966418765091081,0.808695652173913,14490,chronos2_ctx2048,chronos2,2048,0.48181695100816024
nasa_power_bmd,RH2M,7,0.5490141423041748,0.4264966664783858,6.735581065109213,0.7875086266390614,14490,chronos2_ctx2048,chronos2,2048,0.4185288352139752
nasa_power_bmd,RH2M,14,0.5772495940568559,0.4464950958474499,7.04434473046954,0.7820565907522429,14490,chronos2_ctx2048,chronos2,2048,0.3912693687021903
nasa_power_bmd,RH2M,30,0.626225947042064,0.4845207196154555,7.742760790075789,0.7699792960662526,14490,chronos2_ctx2048,chronos2,2048,0.35591072542838564
nasa_power_bmd,ALLSKY_SFC_SW_DWN,1,0.58411362010235,0.4603813175429094,3.506765686809874,0.7944099378881988,14490,chronos2_ctx2048,chronos2,2048,0.2329904365683072
nasa_power_bmd,ALLSKY_SFC_SW_DWN,3,0.7178912803448408,0.5619719078791684,4.136988329445251,0.7597653554175293,14490,chronos2_ctx2048,chronos2,2048,0.05558321983325165
nasa_power_bmd,ALLSKY_SFC_SW_DWN,7,0.7309812774673803,0.5687248227211129,4.222741790633662,0.7893029675638371,14490,chronos2_ctx2048,chronos2,2048,0.05172214932543251
nasa_power_bmd,ALLSKY_SFC_SW_DWN,14,0.7289657283692621,0.5680781700904114,4.21751711312398,0.789648033126294,14490,chronos2_ctx2048,chronos2,2048,0.052917915993591635
nasa_power_bmd,ALLSKY_SFC_SW_DWN,30,0.7514935769623465,0.5902675018710821,4.375395904772569,0.770600414078675,14490,chronos2_ctx2048,chronos2,2048,0.04441736729216483
nasa_power_ghcn_bangladesh,PRECTOTCORR,1,1.1024660993591135,0.898728315750575,16.33679016778906,0.6429951690821256,4140,chronos2_ctx2048,chronos2,2048,0.3014239978441987
nasa_power_ghcn_bangladesh,PRECTOTCORR,3,1.3525690931722567,1.112985837656809,20.700075350163708,0.7019323671497585,4140,chronos2_ctx2048,chronos2,2048,0.1247528312204137
nasa_power_ghcn_bangladesh,PRECTOTCORR,7,1.321809407471895,1.099140170446454,19.399912179570812,0.6867149758454106,4140,chronos2_ctx2048,chronos2,2048,0.09752799623629282
nasa_power_ghcn_bangladesh,PRECTOTCORR,14,1.3253798741353449,1.098999108153618,19.39307816978148,0.6772946859903382,4140,chronos2_ctx2048,chronos2,2048,0.0976432521848164
nasa_power_ghcn_bangladesh,PRECTOTCORR,30,1.4846760829633685,1.2443924695497488,21.53032281635245,0.68743961352657,4140,chronos2_ctx2048,chronos2,2048,0.09944855938208663
nasa_power_ghcn_bangladesh,T2M,1,0.3701043865175888,0.2911356804815209,0.7188003672579056,0.8316425120772947,4140,chronos2_ctx2048,chronos2,2048,0.5209828677847922
nasa_power_ghcn_bangladesh,T2M,3,0.5927686649744267,0.4600398160602976,1.1557986958748845,0.7765700483091788,4140,chronos2_ctx2048,chronos2,2048,0.2673180106609715
nasa_power_ghcn_bangladesh,T2M,7,0.6504818925282642,0.5079391829447895,1.2648952460988994,0.7874396135265701,4140,chronos2_ctx2048,chronos2,2048,0.16195097211753662
nasa_power_ghcn_bangladesh,T2M,14,0.6844002582954279,0.5361002467441923,1.3424107058455474,0.7862318840579711,4140,chronos2_ctx2048,chronos2,2048,0.11776246996107742
nasa_power_ghcn_bangladesh,T2M,30,0.7295895638096801,0.5664479242578218,1.4462746507968178,0.7753623188405797,4140,chronos2_ctx2048,chronos2,2048,0.07624619684775125
nasa_power_ghcn_temperate,PRECTOTCORR,1,0.62071333277505,0.5195063109508226,3.8639497505065266,0.5820501207729468,13248,chronos2_ctx2048,chronos2,2048,0.06516232147263823
nasa_power_ghcn_temperate,PRECTOTCORR,3,0.7133983182939588,0.6043323934912153,4.262740977056076,0.5957125603864735,13248,chronos2_ctx2048,chronos2,2048,0.0022137924160670064
nasa_power_ghcn_temperate,PRECTOTCORR,7,0.6732554782391689,0.5676491793312589,4.156770342307143,0.6002415458937198,13248,chronos2_ctx2048,chronos2,2048,-0.006061554714936523
nasa_power_ghcn_temperate,PRECTOTCORR,14,0.6704834796252357,0.5663123557591341,4.145326957846755,0.6031099033816425,13248,chronos2_ctx2048,chronos2,2048,-0.006839715861356899
nasa_power_ghcn_temperate,PRECTOTCORR,30,0.6891361229707345,0.5819731826007372,4.208309884920643,0.6071859903381642,13248,chronos2_ctx2048,chronos2,2048,-0.010633263452961117
nasa_power_ghcn_temperate,T2M,1,0.380116523788401,0.2971162232530447,1.843218656843438,0.8524305555555556,13248,chronos2_ctx2048,chronos2,2048,0.4660726259927027
nasa_power_ghcn_temperate,T2M,3,0.6132971020086057,0.4748399844642991,2.900312623892182,0.7840428743961353,13248,chronos2_ctx2048,chronos2,2048,0.1623296779410296
nasa_power_ghcn_temperate,T2M,7,0.6673609616868826,0.5156349959142031,3.152461385535136,0.7890247584541062,13248,chronos2_ctx2048,chronos2,2048,0.08821012846552101
nasa_power_ghcn_temperate,T2M,14,0.6828891436830927,0.5275586997033941,3.2231051991943405,0.7931763285024155,13248,chronos2_ctx2048,chronos2,2048,0.0680127073571678
nasa_power_ghcn_temperate,T2M,30,0.6755888218836171,0.522562661342096,3.1875111045434386,0.8020833333333334,13248,chronos2_ctx2048,chronos2,2048,0.07511275760927705
bmd,Rainfall,1,0.5930045291487034,0.508085195042077,17.340157167691668,0.6568137663058562,14412,chronos2_ctx336,chronos2,336,-0.0007798312409597052
bmd,Rainfall,3,0.6180486428708667,0.5341863459110396,18.12289124791099,0.7266860949208993,14412,chronos2_ctx336,chronos2,336,-0.03189531343449792
