track,var,lead,MASE,sCRPS,RMSE,coverage80,n_windows,model
ghcn_temperate,Rainfall,1,0.5620470530403229,0.4909866836979093,4.739333520257787,0.4199898528665652,9855,chronos2_ctx2048_gapmatched
ghcn_temperate,Rainfall,3,0.6277872149084879,0.5567037452700198,5.307114618936206,0.42729578893962455,9855,chronos2_ctx2048_gapmatched
ghcn_temperate,Rainfall,7,0.6239060701072463,0.5547197339809197,5.313575723623089,0.4515474378488077,9855,chronos2_ctx2048_gapmatched
ghcn_temperate,Rainfall,14,0.6231041746863674,0.5520765641368015,5.291589050162436,0.4879756468797565,9855,chronos2_ctx2048_gapmatched
ghcn_temperate,Rainfall,30,0.5949591161529162,0.5330028708698131,5.081809597813099,0.4810755961440893,9855,chronos2_ctx2048_gapmatched
ghcn_temperate,Tavg,1,0.40723272103803465,0.3170383943354155,2.0787403428574196,0.8312432265056511,12918,chronos2_ctx2048_gapmatched
ghcn_temperate,Tavg,3,0.6175738604049759,0.479471281370819,3.111561219160238,0.7853382876606286,12918,chronos2_ctx2048_gapmatched
ghcn_temperate,Tavg,7,0.667328157315645,0.5170749568152401,3.3568327115837073,0.7903700263198637,12918,chronos2_ctx2048_gapmatched
ghcn_temperate,Tavg,14,0.6774383452574279,0.5246426900327346,3.3960438600212055,0.7940857717912989,12918,chronos2_ctx2048_gapmatched
ghcn_temperate,Tavg,30,0.6678037199152396,0.5186730118986556,3.3604274315980707,0.8032203127419105,12918,chronos2_ctx2048_gapmatched
