track,var,lead,MASE,sCRPS,RMSE,coverage80,n_windows,model
bmd,Rainfall,1,0.5890807473243526,0.516812462309316,16.69121783059994,0.8631001942825424,14412,timesfm25_ctx336
bmd,Rainfall,3,0.6150155856430667,0.5394438485513825,17.25375037932872,0.8100194282542326,14412,timesfm25_ctx336
bmd,Rainfall,7,0.6394901031913993,0.5647350682942585,17.38750174618246,0.8514432417429919,14412,timesfm25_ctx336
bmd,Rainfall,14,0.6455174845507431,0.5689498609003241,17.37144678362362,0.7385512073272273,14412,timesfm25_ctx336
bmd,Rainfall,30,0.6460121406610525,0.579618858678818,17.87790836949463,0.8747571468220927,14412,timesfm25_ctx336
bmd,Temperature,1,0.5060506579805258,0.4013277887221283,1.1101239927931663,0.8412450783745635,13461,timesfm25_ctx336
bmd,Temperature,3,0.7411692853440972,0.5761271762340806,1.5624610098965297,0.799197682193002,13461,timesfm25_ctx336
bmd,Temperature,7,0.7916915284574905,0.61221254495909,1.6379089377585134,0.8465938637545501,13461,timesfm25_ctx336
bmd,Temperature,14,0.8339908617890585,0.6497365576928469,1.747923732627176,0.8497882772453755,13461,timesfm25_ctx336
bmd,Temperature,30,0.9742589272734061,0.7598515821540309,2.0717804354556977,0.8319589926454201,13461,timesfm25_ctx336
bmd,Humidity,1,0.5721983273556375,0.4498719940998995,4.866617675980382,0.7879852292173286,11103,timesfm25_ctx336
bmd,Humidity,3,0.7401681515743725,0.5781916771263871,6.196995291258833,0.7619562280464739,11103,timesfm25_ctx336
bmd,Humidity,7,0.7853685933120652,0.6120771583385002,6.551400259332952,0.7868143744933802,11103,timesfm25_ctx336
bmd,Humidity,14,0.8166290078413009,0.6361814343505473,6.830104827648437,0.7829415473295506,11103,timesfm25_ctx336
bmd,Humidity,30,0.8434525263524765,0.658019353745992,7.07051328750821,0.7997838422048095,11103,timesfm25_ctx336
bmd,Sunshine,1,0.693582888897548,0.5349130813931459,2.6289230172062656,0.7714434368960904,13454,timesfm25_ctx336
bmd,Sunshine,3,0.8411839511500783,0.6405222945137113,3.0988178228427747,0.7666121599524305,13454,timesfm25_ctx336
bmd,Sunshine,7,0.8575551064526727,0.6466921998602708,3.10953291025322,0.8083841236806898,13454,timesfm25_ctx336
bmd,Sunshine,14,0.8663161516567089,0.6501124830163808,3.1267903532904837,0.8159655121153561,13454,timesfm25_ctx336
bmd,Sunshine,30,0.8867880983634545,0.6654901593939292,3.1916308977427663,0.8149992567266241,13454,timesfm25_ctx336
ghcn_bangladesh,Rainfall,1,1.2434077010533142,1.0753187938017277,19.37646070160476,0.8240901213171578,1154,timesfm25_ctx336
ghcn_bangladesh,Rainfall,3,1.3961031520383111,1.214839708025547,25.880650720009804,0.7824956672443674,1154,timesfm25_ctx336
ghcn_bangladesh,Rainfall,7,1.368676765766669,1.1933287228703389,20.166449466773802,0.8266897746967071,1154,timesfm25_ctx336
ghcn_bangladesh,Rainfall,14,1.3532744817200661,1.1732918265261152,19.35122273726728,0.7954939341421143,1154,timesfm25_ctx336
ghcn_bangladesh,Rainfall,30,1.2211351235897256,1.0712696060054834,19.810713979081893,0.8804159445407279,1154,timesfm25_ctx336
ghcn_bangladesh,Tavg,1,0.4986938817162284,0.40048860603859765,1.2006137542545887,0.8416779431664412,1478,timesfm25_ctx336
ghcn_bangladesh,Tavg,3,0.7129836639782098,0.5620942870375631,1.6460797608777114,0.803788903924222,1478,timesfm25_ctx336
ghcn_bangladesh,Tavg,7,0.7884293821984101,0.6137063810244374,1.8162318192939504,0.8450608930987822,1478,timesfm25_ctx336
ghcn_bangladesh,Tavg,14,0.8624408056284291,0.6690627283361786,2.026781840394924,0.8369418132611637,1478,timesfm25_ctx336
ghcn_bangladesh,Tavg,30,1.0649820228843516,0.8426723260152741,2.593158370642551,0.7990527740189445,1478,timesfm25_ctx336
ghcn_temperate,Rainfall,1,0.5654683269622678,0.49968670553523326,4.439114841532295,0.826078132927448,9855,timesfm25_ctx336
ghcn_temperate,Rainfall,3,0.6326643667498705,0.5645616368019608,5.0301100342403355,0.8082191780821918,9855,timesfm25_ctx336
ghcn_temperate,Rainfall,7,0.6298619917359819,0.5619882414763598,5.0285108651742485,0.826281075596144,9855,timesfm25_ctx336
ghcn_temperate,Rainfall,14,0.6289681244085127,0.5606876265190285,4.994485330360422,0.7684424150177575,9855,timesfm25_ctx336
ghcn_temperate,Rainfall,30,0.6005821532535824,0.53752194273208,4.80349689876444,0.8637239979705733,9855,timesfm25_ctx336
ghcn_temperate,Tavg,1,0.4046514843033214,0.3196369371115581,2.065842002406466,0.8546214584300975,12918,timesfm25_ctx336
ghcn_temperate,Tavg,3,0.6350095813629123,0.496291388428035,3.2099945319289116,0.794782474067193,12918,timesfm25_ctx336
ghcn_temperate,Tavg,7,0.703378566638549,0.5465161465231153,3.50007817338266,0.8171543582597925,12918,timesfm25_ctx336
ghcn_temperate,Tavg,14,0.7286510404378284,0.5666809932742201,3.6245046744779903,0.8214893946431336,12918,timesfm25_ctx336
ghcn_temperate,Tavg,30,0.7317118094906282,0.5721816292004271,3.6514282958309257,0.8413841151881096,12918,timesfm25_ctx336
nasa_power_bmd,PRECTOTCORR,1,1.208819604184036,1.0086617086882235,15.892197917646346,0.8322981366459627,14490,timesfm25_ctx336
nasa_power_bmd,PRECTOTCORR,3,1.5367193878391443,1.2802829587227056,20.79615769846859,0.7904761904761904,14490,timesfm25_ctx336
