track,var,lead,MASE,sCRPS,RMSE,coverage80,n_windows,model
ghcn_temperate,Rainfall,1,0.579201410619456,0.5090015301848607,4.453950586018911,0.7970573313039067,9855,timesfm25_ctx2048_gapmatched
ghcn_temperate,Rainfall,3,0.6362997237911521,0.5671406986826102,5.047246609839742,0.8138001014713343,9855,timesfm25_ctx2048_gapmatched
ghcn_temperate,Rainfall,7,0.627919593191798,0.560269407350645,5.022538374423124,0.8407914764079147,9855,timesfm25_ctx2048_gapmatched
ghcn_temperate,Rainfall,14,0.6276608600080537,0.5581261314835325,4.981335689421928,0.786910197869102,9855,timesfm25_ctx2048_gapmatched
ghcn_temperate,Rainfall,30,0.5979499050425224,0.5345458707280448,4.785595267650905,0.8708269913749366,9855,timesfm25_ctx2048_gapmatched
ghcn_temperate,Tavg,1,0.40424948906612734,0.31748746673171246,2.071116993590453,0.8085616968570987,12918,timesfm25_ctx2048_gapmatched
ghcn_temperate,Tavg,3,0.6279353270166239,0.49030708191714445,3.1650490168320786,0.7625019352840997,12918,timesfm25_ctx2048_gapmatched
ghcn_temperate,Tavg,7,0.6784877375800841,0.5269347493775834,3.3971244391457436,0.8084068741291222,12918,timesfm25_ctx2048_gapmatched
ghcn_temperate,Tavg,14,0.6929655806600479,0.5370361782126419,3.462293547735022,0.8091035764050163,12918,timesfm25_ctx2048_gapmatched
ghcn_temperate,Tavg,30,0.6909479968369533,0.5359793889124218,3.468385680421403,0.8170769468958043,12918,timesfm25_ctx2048_gapmatched
