track,var,lead,MASE,sCRPS,RMSE,coverage80,n_windows,model
bmd,Rainfall,1,0.6043266780925273,0.5215496073571657,17.658987355257082,0.7513877324451845,14412,chronos2_ctx96
bmd,Rainfall,3,0.6288852371721173,0.5502269503128556,18.267913549821124,0.7581876214265889,14412,chronos2_ctx96
bmd,Rainfall,7,0.6544885868081006,0.5809236041977547,18.463033612102706,0.7384124340827088,14412,chronos2_ctx96
bmd,Rainfall,14,0.6579843664243386,0.5844373974616605,18.446287492092566,0.7593671940049959,14412,chronos2_ctx96
bmd,Rainfall,30,0.6654598297307637,0.6169212490902687,18.925193379192244,0.7343186233694143,14412,chronos2_ctx96
bmd,Temperature,1,0.5219369736490876,0.4119999284317339,1.1474966989953144,0.7867914716588663,13461,chronos2_ctx96
bmd,Temperature,3,0.7888702275825383,0.6145086570723853,1.6592245496263514,0.744818364163138,13461,chronos2_ctx96
bmd,Temperature,7,0.9224267800747115,0.7179357283903504,1.9370096830001775,0.7688878983730778,13461,chronos2_ctx96
bmd,Temperature,14,1.1127542410669116,0.8655920211732903,2.3493875400526236,0.7560359557239432,13461,chronos2_ctx96
bmd,Temperature,30,1.6316511065723514,1.2873270903295928,3.49588315313717,0.7093083723348934,13461,chronos2_ctx96
bmd,Humidity,1,0.5917367665546208,0.4645566160776936,5.0154204799326,0.7824011528415743,11103,chronos2_ctx96
bmd,Humidity,3,0.7754699874364741,0.6057030838835995,6.503816800220358,0.7753760244978835,11103,chronos2_ctx96
bmd,Humidity,7,0.8443381265004652,0.6584875194062386,7.058905469739165,0.7851031252814554,11103,chronos2_ctx96
bmd,Humidity,14,0.9065802691990944,0.7077067971037915,7.558099133725017,0.7833018103215347,11103,chronos2_ctx96
bmd,Humidity,30,1.007592149461629,0.7940863615728935,8.40217173806435,0.793479239845087,11103,chronos2_ctx96
bmd,Sunshine,1,0.7158655416058909,0.5455942443223601,2.8042790544551415,0.756206332689163,13454,chronos2_ctx96
bmd,Sunshine,3,0.870487167621421,0.6560403752696438,3.3022731902466136,0.7279619444031514,13454,chronos2_ctx96
bmd,Sunshine,7,0.8974223415629043,0.6702292658609333,3.3627302449985286,0.7409692284822358,13454,chronos2_ctx96
bmd,Sunshine,14,0.9246225179064478,0.6875584580766018,3.430200950042648,0.7484762895793072,13454,chronos2_ctx96
bmd,Sunshine,30,0.9925212614561163,0.7387816172774788,3.6423135702741645,0.7519696744462613,13454,chronos2_ctx96
ghcn_bangladesh,Rainfall,1,1.2068707568625052,1.0370640262575643,20.263014388992882,0.7140381282495667,1154,chronos2_ctx96
ghcn_bangladesh,Rainfall,3,1.3658769096624532,1.1988036054349127,27.005739927366623,0.7166377816291161,1154,chronos2_ctx96
ghcn_bangladesh,Rainfall,7,1.385523014042701,1.2123974165918605,21.41672382117469,0.6923743500866552,1154,chronos2_ctx96
ghcn_bangladesh,Rainfall,14,1.354832212647761,1.1803788485012194,20.557276563897716,0.7123050259965338,1154,chronos2_ctx96
ghcn_bangladesh,Rainfall,30,1.2395611528899582,1.1261078016949617,20.93294951586607,0.6949740034662045,1154,chronos2_ctx96
ghcn_bangladesh,Tavg,1,0.514172372795592,0.40947847134784954,1.2293501209509643,0.8152909336941814,1478,chronos2_ctx96
ghcn_bangladesh,Tavg,3,0.7370923735368125,0.571619763932622,1.693191713545463,0.7821380243572396,1478,chronos2_ctx96
ghcn_bangladesh,Tavg,7,0.8326645790784529,0.6505722330531585,1.8825309805787223,0.7855209742895806,1478,chronos2_ctx96
ghcn_bangladesh,Tavg,14,0.9780866134949775,0.7591024812855598,2.1996591998294948,0.7794316644113667,1478,chronos2_ctx96
ghcn_bangladesh,Tavg,30,1.3098491584248404,1.0277446079777839,2.976500396921241,0.7794316644113667,1478,chronos2_ctx96
ghcn_temperate,Rainfall,1,0.5720265594341557,0.5014911255858382,4.718481078507228,0.6143074581430746,9855,chronos2_ctx96
ghcn_temperate,Rainfall,3,0.6334242398955608,0.5692584661231849,5.262663333915826,0.6111618467782851,9855,chronos2_ctx96
ghcn_temperate,Rainfall,7,0.6363436178635529,0.577683073723309,5.294741707459146,0.5954337899543379,9855,chronos2_ctx96
ghcn_temperate,Rainfall,14,0.6352526937278217,0.5758585274605564,5.277012406009878,0.6373414510400812,9855,chronos2_ctx96
ghcn_temperate,Rainfall,30,0.6071142055120382,0.5598780142997398,5.068467447168664,0.6654490106544901,9855,chronos2_ctx96
