track,var,lead,MASE,sCRPS,RMSE,coverage80,n_windows,model
bmd,Rainfall,1,0.5752564832087905,0.4911271038034695,17.18194159393485,0.8287538162642243,14412,tirex_ctx2048
bmd,Rainfall,3,0.5968391133017894,0.5158686022366425,18.285879296911418,0.846308631695809,14412,tirex_ctx2048
bmd,Rainfall,7,0.6297679950604717,0.5397234937440317,18.369847010490364,0.8469331112961421,14412,tirex_ctx2048
bmd,Rainfall,14,0.6314321806213467,0.5397433123985212,18.434079385129863,0.8599084096586178,14412,tirex_ctx2048
bmd,Rainfall,30,0.6283468813128433,0.5501400422942542,18.943920268562625,0.8623369414376908,14412,tirex_ctx2048
bmd,Temperature,1,0.4861521146033467,0.3829434735905924,1.0778570873618882,0.7967461555605081,13461,tirex_ctx2048
bmd,Temperature,3,0.7135479445151324,0.5544450654859978,1.5083772236133648,0.7858257187430354,13461,tirex_ctx2048
bmd,Temperature,7,0.7138869158320104,0.5559738025133057,1.5010682878213037,0.8190327613104524,13461,tirex_ctx2048
bmd,Temperature,14,0.7218396877587248,0.5643827712447115,1.5228587645354579,0.8265359185796003,13461,tirex_ctx2048
bmd,Temperature,30,0.7733736072824957,0.6026805061733771,1.6380251164908444,0.8206671123987817,13461,tirex_ctx2048
bmd,Humidity,1,0.5675359258584629,0.44470061817485707,4.8145647499483415,0.7844726650454832,11103,tirex_ctx2048
bmd,Humidity,3,0.7255534878775404,0.5631895455508449,6.070848004508455,0.7845627307934793,11103,tirex_ctx2048
bmd,Humidity,7,0.7512336215581583,0.581772562286881,6.256403189421216,0.7935693055930829,11103,tirex_ctx2048
bmd,Humidity,14,0.7626171562539659,0.589813930906641,6.346116301289138,0.7988831847248491,11103,tirex_ctx2048
bmd,Humidity,30,0.7749969554805173,0.6022446564863294,6.539884218140698,0.8067189048005043,11103,tirex_ctx2048
bmd,Sunshine,1,0.6802590655239515,0.5183987397928042,2.706820792450067,0.7973093503790695,13454,tirex_ctx2048
bmd,Sunshine,3,0.8041854397652742,0.6107107553306692,3.0798126231782796,0.7548684406124573,13454,tirex_ctx2048
bmd,Sunshine,7,0.8110411065340438,0.6116092428697902,3.0763429140204788,0.7830385015608741,13454,tirex_ctx2048
bmd,Sunshine,14,0.8139656237497013,0.6123279988394411,3.0871540858129807,0.7906198899955403,13454,tirex_ctx2048
bmd,Sunshine,30,0.8177228152772116,0.6242831876582589,3.115738970689032,0.7899509439571875,13454,tirex_ctx2048
ghcn_bangladesh,Rainfall,1,1.1921283937858786,1.0079340569619135,19.57399143743889,0.7357019064124783,1154,tirex_ctx2048
ghcn_bangladesh,Rainfall,3,1.3653829963808621,1.1810468907821903,26.91160724955837,0.7469670710571924,1154,tirex_ctx2048
ghcn_bangladesh,Rainfall,7,1.3457139246755292,1.1617623870121805,21.27382588251319,0.74263431542461,1154,tirex_ctx2048
ghcn_bangladesh,Rainfall,14,1.3426136940875693,1.1445644641144002,20.71846379919102,0.7781629116117851,1154,tirex_ctx2048
ghcn_bangladesh,Rainfall,30,1.1955666780375909,1.040777400543013,21.136350026387714,0.7902946273830156,1154,tirex_ctx2048
ghcn_bangladesh,Tavg,1,0.4880099062043223,0.386602762238008,1.1717306096399942,0.7895805142083897,1478,tirex_ctx2048
